Age,Income,Recency,TotalSpending,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,TotalChildren
39,153924.0,81,6,0,0,0,0,0
61,61278.0,87,165,3,1,4,6,1
56,26490.0,92,210,3,1,5,6,0
67,73059.0,36,1095,9,3,13,4,1
48,46734.0,86,223,3,2,3,6,3
51,56253.0,83,597,7,2,9,6,1
29,19986.0,74,22,0,0,3,7,1
39,58330.0,87,1064,6,4,13,4,1
34,25965.0,29,74,2,0,3,8,0
58,14661.0,88,26,1,0,3,6,0
55,18690.0,77,60,1,1,2,8,0
40,45068.0,25,20,1,0,2,7,1
27,21063.0,34,59,2,0,3,6,1
46,29187.0,43,34,1,0,3,8,1
43,54690.0,76,198,3,1,5,3,2
50,59304.0,81,1048,7,8,10,5,1
52,59247.0,87,574,5,2,9,6,2
44,66731.0,33,1029,4,3,6,3,1
34,77353.0,38,670,6,4,8,4,1
39,52614.0,63,990,2,4,8,8,1
40,26751.0,26,11,1,0,2,8,2
51,81300.0,17,1241,10,3,5,5,1
35,70337.0,75,576,2,2,12,1,0
29,36145.0,13,172,4,1,3,9,1
34,65295.0,19,664,3,3,13,2,0
51,68118.0,51,928,8,9,4,6,1
47,68743.0,81,2074,11,5,13,7,0
32,41039.0,32,467,8,1,5,8,0
59,38946.0,84,257,3,1,6,5,1
47,65777.0,87,1146,2,8,6,1,0
38,66476.0,99,689,5,2,11,4,1
42,86857.0,96,2114,5,6,10,2,0
32,160803.0,21,1717,0,28,1,0,0
25,77845.0,40,1346,3,5,12,1,0
45,69476.0,3,1044,4,6,4,2,0
54,50611.0,98,493,4,5,7,6,1
44,61209.0,73,957,5,3,4,2,0
56,42315.0,90,270,1,4,4,3,1
62,13084.0,29,29,1,0,3,6,0
65,47570.0,3,121,2,2,2,7,2
53,61923.0,94,126,2,1,4,3,2
19,34824.0,65,23,1,0,2,6,0
65,26518.0,33,57,2,0,3,8,2
53,45938.0,46,636,8,4,6,6,0
54,78468.0,29,1004,10,7,10,4,0
41,78901.0,99,734,9,3,5,4,1
36,71427.0,26,614,8,2,8,4,2
36,71022.0,30,1453,5,2,11,8,1
26,90247.0,27,1621,3,4,7,1,0
46,41335.0,24,187,4,1,4,7,1
28,71952.0,93,1443,8,4,8,4,1
44,35682.0,34,57,1,1,3,2,1
63,43185.0,88,637,9,3,6,8,1
66,66375.0,96,948,2,4,5,7,1
43,35178.0,10,59,1,1,2,7,1
28,25252.0,26,18,1,0,2,8,1
49,55250.0,49,903,7,5,10,5,1
39,33249.0,11,112,2,1,3,6,1
61,58398.0,44,596,5,4,8,4,0
32,50272.0,75,233,4,1,5,7,1
39,76618.0,64,1511,3,2,5,1,0
54,87305.0,19,1152,5,3,8,2,0
36,25851.0,45,48,2,0,3,7,1
44,58710.0,77,1185,11,5,9,6,1
56,45160.0,9,21,1,0,2,7,2
49,74806.0,1,965,5,4,5,4,1
60,59111.0,90,869,11,1,8,7,0
30,18988.0,43,16,1,0,3,7,1
49,72190.0,79,1947,5,6,4,3,0
38,7500.0,19,71,4,1,2,9,1
48,44794.0,99,65,2,0,3,6,1
59,80395.0,62,1380,6,5,12,2,0
38,75012.0,41,1027,3,8,11,1,0
49,56962.0,60,411,6,3,5,7,3
23,89891.0,17,836,11,6,8,4,0
65,35946.0,24,11,0,0,3,5,2
61,53593.0,60,480,7,2,6,8,2
36,66373.0,57,606,4,2,10,3,2
66,45072.0,74,284,6,1,4,8,3
41,89694.0,22,1472,4,3,4,5,2
65,72025.0,46,1677,4,8,13,2,0
41,67432.0,69,1335,8,5,4,4,1
62,70545.0,29,334,4,1,7,2,1
25,17487.0,37,18,1,0,2,7,1
45,62882.0,26,1338,7,5,6,4,1
61,64108.0,8,1099,6,9,11,5,1
58,34941.0,26,97,3,0,3,8,2
64,48767.0,79,63,2,1,3,5,3
36,38702.0,71,109,3,0,4,6,1
50,82224.0,83,902,6,9,5,3,0
62,83844.0,57,1574,4,4,11,1,0
39,17003.0,37,38,2,0,4,5,1
19,71163.0,30,960,3,8,12,1,0
44,33697.0,34,28,1,0,2,7,1
60,63564.0,0,1215,10,10,7,6,0
42,83443.0,89,1497,6,10,5,2,0
56,51518.0,92,449,3,2,10,3,1
39,58330.0,87,1064,6,4,13,4,1
45,80952.0,20,1757,8,5,11,8,0
35,75507.0,56,1440,8,6,6,3,0
36,63855.0,28,1006,7,3,13,4,0
42,62220.0,55,1226,7,6,5,6,1
50,58512.0,25,1171,3,4,8,8,1
35,40662.0,0,92,2,1,3,4,1
55,38829.0,86,99,3,2,2,5,1
33,35523.0,8,66,3,0,3,7,1
47,79146.0,33,564,8,1,8,6,2
26,78285.0,13,1427,6,4,10,3,0
36,31626.0,12,86,2,1,2,7,1
62,75127.0,92,833,2,11,5,1,0
59,48726.0,90,242,3,2,4,6,1
37,74985.0,8,1869,3,6,7,2,0
27,67430.0,6,1364,11,5,12,6,0
49,46891.0,91,183,2,1,4,4,1
58,62058.0,52,450,6,1,7,6,1
35,72063.0,3,758,5,2,12,2,1
63,78939.0,57,1507,8,5,6,3,0
49,42720.0,9,654,7,3,7,8,2
42,33622.0,22,81,2,0,4,7,2
57,6835.0,76,137,0,0,1,20,1
61,41452.0,86,16,1,0,2,7,2
49,40760.0,64,93,2,1,3,6,1
56,74250.0,90,1158,2,11,4,1,0
59,51124.0,79,43,1,0,3,3,2
43,72258.0,28,1525,6,9,5,2,1
40,71466.0,86,1230,4,4,10,1,0
38,36283.0,42,29,1,0,3,4,2
44,20587.0,39,25,1,1,2,7,1
42,30467.0,8,24,1,0,2,7,1
42,31590.0,40,38,1,0,3,8,1
28,20425.0,5,57,2,0,3,7,1
54,17144.0,96,47,3,0,4,7,2
46,42564.0,28,813,6,8,4,7,1
36,43783.0,22,629,7,1,8,7,1
38,40780.0,30,377,7,1,5,9,1
69,62847.0,45,1612,3,6,4,2,0
57,82017.0,58,729,5,4,7,2,0
64,16813.0,49,50,2,0,3,7,0
36,51267.0,37,270,3,3,5,4,2
53,46524.0,70,177,1,1,5,3,1
52,45183.0,33,315,4,1,7,7,0
60,70421.0,98,767,10,3,7,6,1
49,60161.0,17,1071,11,4,8,8,1
41,73926.0,54,1580,6,5,12,3,0
46,19329.0,39,60,4,0,3,8,1
44,61872.0,81,573,4,4,9,4,1
58,46984.0,71,41,1,0,3,5,2
63,34838.0,62,170,2,1,4,6,2
70,82716.0,8,1167,6,8,13,2,0
56,48192.0,76,1526,2,8,12,8,0
38,49681.0,66,458,7,1,7,7,2
43,56850.0,83,63,1,1,3,2,1
57,55267.0,28,405,3,4,6,3,1
42,59666.0,87,1027,3,2,8,8,2
42,72504.0,43,1478,5,9,6,2,1
33,26872.0,0,72,1,1,2,6,0
42,21359.0,1,48,2,0,3,8,1
39,73170.0,1,726,5,4,6,2,0
59,52750.0,72,860,5,7,9,4,1
28,91820.0,72,1497,5,5,12,1,0
44,65968.0,12,495,5,4,7,3,1
38,30772.0,89,20,1,0,2,6,2
60,22507.0,67,570,10,2,4,9,0
42,65685.0,54,769,9,2,9,5,1
36,25804.0,34,55,2,0,3,8,1
34,76412.0,15,1808,5,4,8,3,0
42,22063.0,43,55,2,0,3,7,1
53,57091.0,0,577,7,3,7,5,0
51,22419.0,74,162,3,2,2,8,0
55,87771.0,61,1957,5,10,4,6,1
55,78353.0,51,1576,10,2,11,8,1
60,93404.0,97,1616,3,4,7,5,3
52,37859.0,75,36,1,0,3,8,3
56,80995.0,83,1482,8,9,4,4,1
30,16529.0,23,22,1,0,3,6,1
38,55412.0,65,63,2,0,3,5,2
22,48789.0,94,680,6,4,7,6,0
47,56575.0,42,542,7,3,7,5,2
34,25130.0,10,50,2,0,3,7,1
47,35441.0,94,39,1,0,3,8,2
58,71391.0,50,1043,6,5,12,3,1
42,49494.0,46,385,6,1,5,7,1
34,81702.0,98,1633,7,7,12,3,0
34,45889.0,42,46,1,0,3,6,1
37,56628.0,30,761,7,6,5,5,1
64,34026.0,11,76,2,1,3,5,2
40,40049.0,61,290,3,2,6,5,1
26,34176.0,12,89,3,0,4,6,1
33,19419.0,76,70,4,0,3,9,1
54,82504.0,2,1066,3,6,7,1,0
44,81205.0,43,2009,5,6,7,2,0
23,61618.0,27,1345,3,6,8,3,0
58,55284.0,60,764,7,5,8,5,1
51,49980.0,79,195,3,1,5,5,1
34,15072.0,96,53,3,1,3,5,2
40,49166.0,17,368,5,3,3,6,1
60,65324.0,0,544,6,2,9,4,1
57,82347.0,38,1853,7,7,10,3,0
48,30843.0,43,35,1,1,2,5,2
40,46374.0,1,446,7,1,7,8,1
35,60474.0,25,1180,10,2,12,7,1
41,38576.0,2,41,1,0,3,7,1
29,55357.0,66,727,6,2,11,5,2
48,37758.0,49,40,1,0,3,8,2
25,85710.0,5,1062,6,9,10,2,0
45,23228.0,71,40,2,0,3,8,1
45,44602.0,35,292,6,1,4,8,2
27,7500.0,94,15,0,0,3,6,0
25,38683.0,80,341,4,1,6,7,1
39,49514.0,61,369,6,1,4,7,1
41,57906.0,29,401,4,2,8,4,1
48,43456.0,0,393,5,1,8,5,1
28,19485.0,80,10,1,0,2,7,2
36,53172.0,54,486,2,3,8,3,1
35,30545.0,71,69,2,0,3,7,1
31,70123.0,27,1727,5,7,4,3,0
55,62450.0,61,995,5,5,4,3,1
38,21675.0,55,45,4,0,3,7,1
33,42395.0,35,182,3,1,4,7,2
36,61346.0,34,989,5,7,10,3,1
61,80812.0,95,1677,4,8,5,2,0
43,42835.0,64,595,6,6,4,6,2
31,39922.0,30,156,3,0,4,8,1
58,86424.0,12,1226,6,9,12,1,0
36,17117.0,96,128,3,1,3,9,1
42,24762.0,16,86,3,1,2,8,1
39,35797.0,16,68,2,0,3,8,1
39,36627.0,78,16,0,0,3,5,2
33,51111.0,83,55,2,0,3,6,2
42,86857.0,96,2114,5,6,10,2,0
44,82072.0,67,2018,3,2,13,1,0
61,46231.0,87,263,6,1,4,9,3
55,42243.0,34,55,2,0,3,7,2
52,51195.0,46,564,9,2,5,8,2
36,68092.0,7,1281,2,6,10,5,0
41,31814.0,73,83,2,0,3,9,1
49,51390.0,54,353,5,2,5,5,2
31,76630.0,93,1003,3,10,11,1,0
23,26868.0,52,14,1,0,2,7,1
71,48948.0,53,902,7,10,5,6,0
42,55260.0,81,1139,8,10,5,6,1
58,64090.0,8,797,6,9,4,5,1
56,78331.0,97,1638,10,6,7,4,1
40,37087.0,50,401,4,2,8,6,1
28,21846.0,38,84,4,0,3,8,1
56,81320.0,61,928,4,3,10,2,0
44,54137.0,46,203,4,1,4,6,1
47,66825.0,73,858,4,5,6,2,0
41,57100.0,19,409,3,3,6,3,0
45,58917.0,10,282,4,1,6,5,3
37,85072.0,94,1423,3,4,10,0,0
53,86429.0,10,1449,7,4,7,2,0
43,45684.0,37,28,1,0,2,7,1
40,47889.0,94,67,2,0,3,5,1
28,45921.0,23,199,2,1,6,4,0
48,78420.0,75,1453,3,10,8,1,0
22,75114.0,40,1253,3,10,5,2,0
51,52278.0,24,1198,10,5,10,8,1
42,35641.0,11,178,3,1,4,7,1
20,95529.0,29,1990,7,3,7,3,0
60,62820.0,51,976,3,4,6,1,0
54,73113.0,86,1001,3,4,7,2,0
32,84169.0,9,1919,7,6,6,3,0
60,42607.0,30,350,3,2,7,3,1
60,74637.0,73,1650,6,9,9,3,0
59,46015.0,25,46,1,0,3,7,2
21,72354.0,67,1228,2,10,6,1,0
45,39858.0,67,95,2,0,4,6,1
66,34469.0,58,62,1,1,4,4,2
28,83033.0,82,1761,11,4,10,5,1
35,24401.0,98,467,6,1,6,8,0
36,77583.0,93,1149,4,5,9,2,0
32,74116.0,53,2052,4,4,10,2,0
21,74293.0,66,1127,5,4,6,2,0
38,68397.0,6,1416,6,9,5,3,1
40,79632.0,42,1113,6,4,9,2,0
25,46107.0,78,125,1,1,4,3,1
63,64950.0,29,966,11,2,10,7,1
25,25443.0,82,32,1,0,3,8,1
62,75127.0,92,833,2,11,5,1,0
43,32892.0,78,46,3,0,3,8,1
43,71796.0,54,960,9,3,4,4,0
44,67536.0,45,1829,11,5,11,8,1
43,55239.0,59,779,7,5,11,5,1
39,60554.0,8,811,8,4,9,6,1
62,64831.0,51,1120,6,3,5,6,2
52,56067.0,51,725,7,4,7,5,1
31,82025.0,76,1187,3,2,6,1,0
61,94384.0,62,2302,5,8,5,2,0
28,14906.0,86,66,2,1,3,7,0
27,51563.0,60,1250,4,4,10,8,0
32,57937.0,56,683,4,4,9,3,1
35,68274.0,83,305,4,2,5,3,2
37,39771.0,92,50,2,0,3,4,1
39,67893.0,31,995,3,2,9,8,1
35,27922.0,80,41,2,0,3,4,1
38,52190.0,39,77,2,1,3,5,2
41,44051.0,20,171,3,1,4,6,2
43,42767.0,53,131,3,1,2,8,2
38,46106.0,84,54,1,1,2,6,2
38,16927.0,50,53,3,0,4,8,2
49,59754.0,96,475,5,2,6,5,1
62,53700.0,94,694,5,5,8,5,1
41,59041.0,25,96,2,0,4,5,2
57,54237.0,48,361,5,2,5,6,1
47,70647.0,65,1079,4,7,13,2,1
52,52597.0,69,578,6,3,8,5,1
45,41021.0,12,64,2,0,3,6,1
39,40233.0,84,149,2,1,5,6,1
34,50183.0,47,231,3,1,6,5,2
55,54753.0,87,728,5,2,11,4,1
41,92955.0,35,1778,6,7,9,2,0
41,33471.0,47,93,3,0,4,7,1
40,34596.0,48,23,1,0,2,8,1
34,44010.0,46,662,10,2,6,9,1
26,84219.0,27,1198,3,4,10,1,0
46,40706.0,37,81,3,0,4,7,3
26,15716.0,8,92,3,0,4,8,1
55,59052.0,29,491,7,1,7,5,1
43,80573.0,85,1564,4,6,13,2,0
52,83715.0,2,926,2,8,13,0,0
55,82576.0,66,1910,2,4,12,1,0
49,56962.0,60,411,6,3,5,7,3
62,35704.0,54,94,2,0,4,4,2
60,53103.0,70,1085,10,6,7,7,1
54,46779.0,55,23,0,1,2,4,2
49,4861.0,20,6,0,0,0,14,0
35,33462.0,78,54,2,0,3,7,1
36,63693.0,63,1150,11,6,9,6,1
64,80763.0,17,1415,5,11,6,3,0
40,65352.0,43,405,4,2,8,4,1
36,82170.0,13,1908,5,6,7,2,0
45,75759.0,46,2486,9,7,9,5,0
38,79689.0,65,1315,4,9,13,2,0
58,35340.0,1,45,2,0,3,5,2
60,85683.0,6,1789,2,4,10,1,0
42,24884.0,32,19,0,0,3,7,1
33,42021.0,34,573,10,1,6,9,1
25,64449.0,70,805,5,3,12,4,1
60,64587.0,49,108,1,1,4,3,2
19,34824.0,65,23,1,0,2,6,0
36,75437.0,25,1493,8,4,10,6,0
57,26091.0,84,89,2,1,3,5,2
41,52845.0,7,936,8,8,6,6,1
58,46086.0,34,343,3,1,8,4,1
58,78028.0,38,528,6,4,9,7,1
27,95169.0,1,1901,4,3,4,1,0
33,56337.0,25,724,8,5,4,8,2
27,22434.0,25,58,2,0,3,8,1
60,36930.0,50,297,5,2,4,8,1
60,36130.0,46,488,3,8,4,4,1
61,65569.0,96,859,6,5,10,3,1
62,83844.0,57,1574,4,4,11,1,0
46,19514.0,47,69,3,1,2,8,2
51,36736.0,52,17,1,0,2,6,2
35,77568.0,30,2194,10,2,8,5,1
38,49187.0,63,116,1,1,5,2,1
36,30168.0,51,279,6,1,4,9,1
46,34053.0,14,103,3,0,3,8,1
43,38196.0,20,44,2,0,4,5,2
63,59412.0,56,406,4,2,8,3,0
49,70924.0,41,1363,6,6,7,3,0
45,54165.0,72,236,2,1,7,2,0
41,32300.0,1,39,1,0,3,8,1
38,20180.0,27,137,2,1,4,7,0
41,34961.0,77,79,3,1,3,7,1
40,28440.0,87,63,2,0,3,8,1
61,64504.0,81,1314,11,3,4,7,3
48,33564.0,51,71,1,1,3,5,1
36,17345.0,79,58,2,1,2,8,1
47,56320.0,11,702,5,4,9,4,1
36,28647.0,54,94,2,2,2,7,1
27,15038.0,93,80,2,1,2,9,1
56,32173.0,0,22,1,0,3,4,1
50,68316.0,54,1211,10,7,10,6,1
43,74538.0,21,1461,8,8,5,3,0
43,91700.0,58,1968,8,6,5,3,0
45,68695.0,3,1091,4,4,7,2,0
37,31056.0,99,55,1,0,3,8,1
41,79593.0,70,1366,5,6,7,2,0
34,28071.0,65,313,5,1,5,8,0
56,37334.0,44,62,3,0,4,4,2
42,46423.0,6,92,2,0,4,7,2
43,37126.0,9,72,1,2,2,6,1
61,47703.0,95,655,6,3,8,5,1
55,61180.0,70,704,5,5,6,3,1
60,38998.0,92,54,2,0,3,8,2
23,8028.0,62,178,0,1,0,19,0
52,76081.0,85,1033,4,5,4,2,0
28,34728.0,2,36,1,1,2,6,1
49,33168.0,0,122,2,1,4,7,1
48,33585.0,91,122,2,0,4,4,1
54,77037.0,3,1123,7,7,12,3,1
30,35196.0,68,497,6,1,5,8,1
48,44529.0,98,691,6,2,11,5,1
49,70924.0,41,1363,6,6,7,3,0
48,28764.0,16,12,1,0,2,8,2
65,69098.0,82,2440,7,8,9,5,0
44,25959.0,1,56,1,2,2,6,2
31,27100.0,64,37,1,0,3,7,1
29,70596.0,68,968,3,5,12,2,0
40,42557.0,98,270,6,1,4,8,1
63,53312.0,32,278,5,1,5,7,0
62,72228.0,87,1250,6,7,8,3,0
27,67605.0,84,938,2,8,6,1,0
65,62845.0,3,1178,3,4,10,8,2
56,65196.0,34,1155,7,6,11,5,2
27,42000.0,23,653,5,2,11,5,0
41,35860.0,37,49,1,1,2,5,2
50,65526.0,22,506,4,4,8,2,1
53,16860.0,19,38,1,1,3,7,2
22,83528.0,7,1650,4,10,8,1,0
49,64176.0,52,1826,8,9,8,6,1
58,22304.0,91,18,1,0,2,8,0
36,67023.0,93,906,3,7,13,2,0
43,32892.0,78,46,3,0,3,8,1
48,70713.0,23,1477,5,6,8,3,1
59,59925.0,83,766,9,2,9,6,1
61,39722.0,92,47,2,0,3,5,1
56,46610.0,4,467,6,1,6,6,0
53,88347.0,32,2116,4,7,9,1,0
33,87171.0,27,1298,6,7,11,2,0
38,26907.0,10,22,1,0,3,7,2
46,50014.0,9,396,4,1,8,5,1
36,41014.0,65,20,1,0,2,7,1
49,66294.0,68,967,4,3,5,2,0
43,36715.0,16,357,7,2,4,9,1
58,79456.0,12,1401,5,6,4,3,0
32,40479.0,95,15,0,0,3,4,1
44,75345.0,16,2087,5,8,6,3,0
37,54233.0,46,981,11,6,5,8,1
44,24163.0,3,17,1,0,3,4,2
56,84460.0,80,523,9,9,4,5,0
31,43776.0,77,23,1,0,2,6,1
56,71691.0,0,1192,4,7,5,2,0
41,85844.0,62,1958,6,6,7,2,0
40,39190.0,91,133,2,1,4,5,1
55,71367.0,24,777,4,5,7,2,0
42,38578.0,2,73,3,0,3,8,2
49,57236.0,22,121,2,1,4,3,2
35,61825.0,56,424,4,2,8,4,1
56,79803.0,54,868,4,3,5,1,1
28,80910.0,71,756,3,3,8,1,0
32,27590.0,38,12,1,0,2,7,1
35,56775.0,62,937,5,8,10,5,1
39,83829.0,78,1862,4,7,6,1,0
35,54210.0,18,367,4,1,7,5,1
28,38508.0,95,443,7,2,5,8,1
44,53187.0,66,267,4,1,6,5,1
42,30023.0,28,61,2,0,3,8,1
54,76045.0,78,1323,4,5,11,2,0
62,50870.0,13,63,2,0,3,5,1
44,15315.0,27,64,2,0,4,5,0
40,65463.0,17,562,6,2,9,5,1
49,66480.0,71,312,4,1,7,4,2
60,76773.0,79,1156,2,2,11,1,0
31,81698.0,1,1104,8,2,5,5,0
41,54466.0,78,16,1,0,2,5,2
54,98777.0,23,2008,4,6,9,1,0
30,16269.0,75,44,3,0,3,8,1
43,71819.0,70,1574,3,3,5,6,1
31,33569.0,10,63,1,1,2,8,1
31,36262.0,24,426,3,5,3,6,0
48,22634.0,47,96,2,1,2,8,0
36,47025.0,98,635,11,1,6,9,1
46,70566.0,4,757,6,5,9,3,1
35,31605.0,15,125,2,1,4,7,1
41,52034.0,67,332,4,2,5,7,2
35,48526.0,32,135,2,1,4,3,1
60,46734.0,40,330,6,1,5,7,1
52,39552.0,54,384,6,2,5,8,2
48,86358.0,78,1722,5,3,6,8,2
37,46931.0,94,78,1,1,3,3,3
29,16581.0,51,24,0,0,3,4,0
62,63998.0,42,1168,7,6,11,4,0
63,67381.0,67,957,2,2,9,7,1
47,25930.0,87,15,1,0,2,7,2
36,42693.0,29,57,1,0,3,5,1
38,85606.0,89,1956,6,7,9,3,1
29,72903.0,74,2013,7,5,8,4,0
40,49669.0,97,326,5,1,6,6,1
46,36778.0,63,77,3,0,3,9,2
52,85696.0,88,1313,4,6,9,1,0
25,10979.0,34,30,3,0,3,5,0
53,49678.0,81,315,6,2,4,7,1
61,56129.0,65,660,6,2,10,4,1
25,37155.0,51,74,2,0,4,5,1
36,21282.0,76,46,2,1,2,6,1
52,33419.0,76,86,2,0,4,7,1
69,63285.0,84,1103,6,5,13,3,0
40,21255.0,56,61,2,1,4,4,1
33,42162.0,31,145,3,1,3,6,1
58,54450.0,0,684,9,2,8,8,2
60,57744.0,91,411,9,1,4,8,1
28,26576.0,40,27,1,0,2,9,1
71,57513.0,59,1060,9,3,13,6,0
50,68142.0,96,1459,10,4,7,6,1
35,7500.0,61,18,1,0,2,8,1
40,83145.0,14,1833,5,9,11,2,0
54,54197.0,16,237,1,3,6,1,1
51,23091.0,98,48,2,1,3,7,2
38,46049.0,11,515,5,2,9,7,2
40,56715.0,52,1020,7,3,4,4,0
53,79410.0,19,1370,3,2,5,1,0
63,57304.0,61,1026,7,6,10,5,1
49,44375.0,73,301,4,1,6,5,1
58,54450.0,0,684,9,2,8,8,2
49,59594.0,74,499,8,1,7,7,1
20,80685.0,55,1004,6,4,10,2,0
40,40344.0,48,218,4,1,5,7,1
42,62710.0,53,606,4,2,12,4,1
46,48985.0,13,75,1,1,3,3,1
46,35322.0,34,106,2,0,4,8,3
66,77142.0,54,990,4,4,8,2,0
45,81657.0,69,1097,3,4,8,1,0
18,14421.0,81,16,1,0,2,5,0
40,20130.0,99,34,1,0,3,8,0
24,74214.0,3,1711,8,2,5,5,0
57,66726.0,61,438,8,2,4,7,2
35,23724.0,65,75,2,0,3,8,1
54,47353.0,93,225,2,2,6,5,1
62,33444.0,24,18,1,0,2,8,2
33,54386.0,8,470,3,2,10,3,1
33,28510.0,72,91,2,0,4,5,2
23,90638.0,29,2525,3,4,10,1,0
64,48070.0,33,504,8,2,6,7,1
57,43140.0,68,235,4,1,5,6,1
53,54959.0,55,1232,9,5,4,7,1
56,15056.0,76,88,2,2,3,5,2
43,26954.0,17,17,1,0,2,7,1
29,22327.0,94,24,1,0,3,5,1
49,44393.0,86,60,1,0,4,4,2
62,62000.0,25,1020,6,6,13,4,1
52,31497.0,22,155,3,1,4,8,1
40,45894.0,15,51,1,0,3,5,2
44,78579.0,35,1812,5,6,4,3,0
45,67369.0,81,1461,7,4,10,4,1
54,58401.0,55,96,1,2,2,4,1
62,62307.0,94,160,4,0,4,5,1
45,43641.0,50,139,2,1,4,6,2
46,63841.0,64,908,9,3,9,6,1
49,46891.0,91,183,2,1,4,4,1
45,70091.0,11,1161,5,2,10,8,1
42,78075.0,72,988,3,5,5,1,0
53,59184.0,6,1072,6,6,12,5,1
37,54809.0,0,174,2,1,5,4,2
55,58113.0,66,758,9,2,8,7,1
56,51412.0,42,195,3,2,4,4,1
35,15287.0,60,31,1,1,2,7,1
57,66636.0,64,1084,3,4,9,1,0
58,50965.0,87,685,10,4,5,8,1
49,84618.0,96,1672,6,9,10,2,0
24,18351.0,1,43,2,0,3,7,0
57,40451.0,54,49,1,1,2,5,2
49,36317.0,53,133,3,0,4,7,1
57,42213.0,96,363,5,1,7,7,1
59,65748.0,58,545,2,4,10,1,1
42,77044.0,12,1065,7,11,11,4,1
45,74918.0,78,2047,5,9,6,3,0
42,56721.0,64,296,4,1,5,6,2
39,42160.0,26,140,2,1,4,6,2
49,61559.0,8,530,4,2,10,3,1
51,33629.0,49,152,3,1,4,9,2
23,68682.0,56,1598,4,9,10,2,0
51,34377.0,55,114,2,2,2,7,1
28,8940.0,25,101,3,1,3,8,1
41,26228.0,50,25,1,0,2,8,1
57,77297.0,84,789,5,7,9,4,0
33,40211.0,30,87,2,1,2,8,2
56,33438.0,81,90,2,1,4,5,2
55,75032.0,74,1215,5,4,9,3,1
59,61284.0,76,811,11,2,8,6,0
28,22518.0,36,61,2,1,2,5,1
39,54730.0,64,405,4,1,8,4,1
59,38452.0,62,72,3,0,3,7,2
43,44421.0,53,189,5,0,4,8,2
28,38197.0,86,40,1,0,3,5,1
36,41986.0,15,63,3,0,4,4,1
31,28427.0,67,52,2,0,3,8,1
38,37395.0,47,39,1,0,3,6,1
43,64722.0,47,805,8,2,11,6,1
58,55249.0,81,130,2,1,4,3,1
42,84906.0,98,1631,5,6,12,2,0
25,28691.0,56,34,1,0,3,8,1
62,44213.0,48,152,2,1,5,6,2
30,25707.0,18,21,1,0,3,7,1
47,59062.0,74,71,2,0,3,4,3
52,76624.0,68,899,5,10,7,1,1
67,66000.0,36,711,1,3,5,1,0
36,27683.0,90,351,6,2,4,8,1
43,1730.0,65,8,0,0,0,20,0
22,7500.0,63,119,3,2,2,9,1
46,40521.0,82,21,0,1,2,5,2
41,20427.0,63,10,1,0,2,8,1
39,65106.0,55,973,8,3,13,6,1
49,69969.0,64,1536,4,2,6,3,0
62,67433.0,51,992,6,5,13,4,2
47,77766.0,97,1529,11,10,11,6,1
42,74716.0,92,860,7,3,5,4,1
51,68118.0,51,928,8,9,4,6,1
44,55158.0,72,418,7,2,5,7,2
59,62972.0,39,587,7,4,3,6,1
39,74190.0,49,641,4,2,11,2,1
38,39356.0,21,23,1,0,2,6,2
45,76653.0,91,2279,4,7,11,2,0
41,35860.0,37,49,1,1,2,5,2
31,90687.0,98,1779,6,2,8,2,0
32,73450.0,85,1804,7,8,11,3,0
54,31454.0,40,48,2,0,3,8,2
62,47139.0,2,83,2,1,2,7,2
39,83829.0,78,1862,4,7,6,1,0
51,53378.0,41,793,9,4,6,8,2
44,19656.0,94,84,2,1,3,7,1
66,45579.0,10,183,4,1,4,6,1
56,85485.0,73,1383,6,6,6,2,0
70,55956.0,22,999,7,3,4,4,0
51,64191.0,30,825,5,3,13,3,1
42,38808.0,21,246,5,1,4,8,1
48,57183.0,51,610,9,1,7,8,2
46,23748.0,97,76,2,1,3,8,1
43,66303.0,56,1286,3,4,11,8,1
39,37368.0,4,30,1,0,2,6,1
50,40800.0,77,99,3,0,3,7,3
36,71847.0,95,1192,6,7,9,3,0
39,46149.0,36,362,5,1,7,5,1
31,78687.0,13,2130,4,6,8,2,0
43,49118.0,90,1229,9,7,10,7,0
57,37633.0,49,38,1,0,3,9,2
63,39767.0,18,485,7,1,7,8,0
63,26997.0,89,434,4,2,5,7,0
44,33986.0,43,44,1,0,3,7,1
42,57091.0,82,496,9,2,5,7,1
45,46831.0,84,78,1,2,2,4,2
42,83151.0,80,2346,5,7,10,2,0
43,52531.0,68,794,7,2,10,6,0
58,15759.0,12,17,1,0,2,7,0
43,22804.0,75,26,2,0,2,9,1
41,43050.0,10,76,2,0,4,5,1
37,42997.0,91,15,1,0,2,7,2
51,48918.0,21,62,1,0,4,4,2
60,60033.0,28,198,2,1,5,2,1
36,34043.0,97,49,2,0,2,9,1
48,57811.0,49,802,7,2,11,5,1
68,78569.0,14,1736,4,6,4,1,0
36,7500.0,5,57,2,1,3,6,2
43,157733.0,37,59,1,0,1,1,1
61,94384.0,62,2302,5,8,5,2,0
29,23148.0,83,37,2,0,3,7,0
44,44267.0,48,310,5,2,4,9,2
35,71626.0,94,1305,5,5,8,3,0
48,60894.0,61,832,10,3,8,7,1
38,50200.0,70,401,7,1,5,8,2
49,81051.0,43,1501,5,5,12,2,0
32,65169.0,23,1189,10,4,13,6,0
